,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
186,OIBR3,0.83,-1.12,5.16,2.736,"0,00%",0.073,0.24,-1.57,-0.19,-9.62,-24.9,"-174,48%","-245,43%",1.97,"-5,08%","-462,73%",84115000.0,1061810000.0,29.52,"-40,34%"
187,LGLO4,100.0,-1.05,0.65,0.225,"0,00%",0.192,-0.32,-1.24,-0.32,-2.13,-2.13,"-18,10%","-21,47%",0.14,"-18,37%","-62,51%",0.0,5191000.0,0.49,"-11,42%"
188,IDVL3,2.16,-1.02,0.93,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,76%",0.0,237683000.0,0.0,"0,00%"
189,BDLL3,11.0,-1.01,-0.1,0.83,"0,00%",0.027,-0.19,-0.65,-0.03,-8.68,-10.57,"-128,07%","-82,40%",0.73,"-4,42%","9,90%",3655.02,-176405000.0,-1.24,"-40,86%"
190,CORR4,82.0,-0.98,-2.44,2.102,"0,00%",0.094,0.12,-0.71,-0.39,4.9,4.98,"-294,80%","-215,17%",25.42,"-49,75%","250,06%",0.0,-777000.0,0.0,"-10,29%"
191,PLAS3,9.35,-0.95,-0.37,0.19,"0,00%",0.188,-0.45,-3.02,-0.16,-7.75,15.19,"-6,28%","-19,95%",0.44,"-7,21%","39,25%",4178.32,-311446000.0,-0.62,"10,19%"
192,GOLL4,17.2,-0.94,-0.32,0.917,"0,00%",0.473,-0.81,-1.8,-0.21,-4.73,-7.29,"-51,06%","-96,64%",0.24,"-32,15%","34,30%",116921000.0,-21053700000.0,-0.57,"-12,08%"
193,BDLL4,9.7,-0.89,-0.09,0.732,"0,00%",0.024,-0.17,-0.57,-0.03,-8.6,-10.48,"-128,07%","-82,40%",0.73,"-4,42%","9,90%",7114.78,-176405000.0,-1.24,"-40,86%"
194,BAHI11,2.0,-0.89,0.23,0.123,"0,00%",0.053,-0.18,-11.52,-0.08,-29.66,16.37,"-1,06%","-14,32%",0.22,"-0,48%","-26,43%",2949.56,139455000.0,0.46,"71,76%"
195,RSID3,8.29,-0.87,-0.23,2.79,"0,00%",0.131,-0.14,-2.82,-0.11,-12.89,-13.42,"-99,05%","-317,88%",0.27,"-4,89%","26,33%",677390.0,-724294000.0,-0.83,"-33,46%"
196,DHBI3,19.0,-0.83,-0.17,0.869,"0,00%",0.343,-0.16,-3.68,-0.13,-24.58,-59.55,"-23,58%","-154,81%",0.12,"-10,50%","21,03%",0.0,-456340000.0,-0.99,"-23,62%"
