data,AMBEV,rsi,roc,willr,BRF,EURO,Heineken_euro,JBS,DOLAR,IBOVESPA,cdi,Risco_Brasil,Dividends
2000-01-05,0.32162579894065857,,,,764.274169921875,,23.800718307495117,,,16245.0,0.068184,677,0.0
2000-01-06,0.3053222596645355,,,,744.4203491210938,,25.395984649658203,,,16107.0,0.068218,688,0.0
2000-01-07,0.3053222596645355,,,,744.4203491210938,,25.775558471679688,,,16309.0,0.068218,677,0.0
2000-01-10,0.3053222596645355,,,,818.8624267578125,,26.647558212280273,,,17022.0,0.068218,668,0.0
2000-01-11,0.3053222596645355,,,,818.8624267578125,,26.160268783569336,,,16573.0,0.068285,698,0.0
2000-01-12,0.29718106985092163,,,,818.8624267578125,,26.10897445678711,,,16617.0,0.068184,708,0.0
2000-01-13,0.2992161512374878,,,,818.8624267578125,,26.134624481201172,,,17298.0,0.068184,702,0.0
2000-01-14,0.3053222596645355,,,,818.8624267578125,,25.816591262817383,,,17658.0,0.068251,693,0.0
2000-01-17,0.32569605112075806,,,,818.8624267578125,,25.32415771484375,,,18053.0,0.068184,,0.0
2000-01-18,0.32569605112075806,,,,818.8624267578125,,25.236963272094727,,,17903.0,0.068151,687,0.0
2000-01-19,0.32569605112075806,,4.76190352617516,,806.4529418945312,,25.32415771484375,,,17470.0,0.067984,683,0.0
2000-01-20,0.32569605112075806,,2.292651074423757,,806.4529418945312,,26.037160873413086,,,17177.0,0.06795,687,0.0
2000-01-21,0.32569605112075806,,1.328902370302032,,806.4529418945312,,26.10897445678711,,,17034.0,0.068251,685,0.0
2000-01-24,0.32569605112075806,,-3.0263160784158694,-72.0930490447362,806.4529418945312,,27.032270431518555,,,16972.0,0.068251,688,0.0
2000-01-25,0.32569605112075806,42.96296034657233,-4.085737427212866,-78.48838208622878,806.4529418945312,,27.904279708862305,,,,0.068285,706,0.0
2000-01-26,0.32366102933883667,41.00054293063424,-5.7104952615496085,-85.46511853560006,806.4529418945312,,27.493934631347656,,,17105.0,0.068117,703,0.0
2000-01-27,0.30941370129585266,40.833155084694475,-5.083613635973638,-86.04652710125747,806.4529418945312,,27.776052474975586,,,17081.0,0.068017,706,0.0
2000-01-28,0.30941370129585266,45.39457126902653,-4.578630354055557,-74.99998613845686,806.4529418945312,,27.493934631347656,,,16734.0,0.068017,750,0.0
