data,AMBEV,rsi,roc,willr,BRF,EURO,Heineken_euro,JBS,DOLAR,IBOVESPA,cdi,Risco_Brasil,Dividends,selic_meta_diario,selic_overnight_diario,taxa_desemprego_pnad_mensal_diario,volume_vendas_varejo_setor_diario_x,ipca_diario,igpm_diario,volume_vendas_varejo_setor_diario_y,producao_bens_consumo_diario,tx_juros_americano_day,industry_production_daily,desemprego_americano_day,inflacao_americana_daily
2001-08-03,0.997,57.114,4.18,-28.0,,,28.821,,,13838.0,0.069,954,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-06,0.997,61.401,6.142,-7.874,,,28.796,,,14047.0,0.069,928,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-07,0.987,59.734,5.176,-20.69,,,28.937,,,14036.0,0.069,925,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-08,1.018,55.773,2.955,-35.345,,,29.001,,,13919.0,0.069,904,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-09,1.058,57.037,2.621,-29.31,,,29.238,,,13834.0,0.069,920,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-10,1.048,55.81,2.95,-36.449,,,29.026,,,13915.0,0.069,912,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-13,1.048,53.817,2.568,-43.925,,,29.046,,,13771.0,0.069,927,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-14,1.018,58.235,2.446,-27.434,,,29.334,,,13829.0,0.069,943,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-15,1.018,63.529,6.693,-19.858,,,28.981,,,13659.0,0.069,937,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-16,0.997,66.345,4.827,-44.712,,,28.597,,,13509.0,0.069,932,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-17,0.997,73.798,10.144,-43.218,,,28.533,,,13044.0,0.069,982,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-20,1.008,78.526,12.389,-24.29,,,29.033,,,13115.0,0.069,989,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-21,0.989,77.029,12.528,-28.522,,,29.552,,,12892.0,0.069,1.010,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-22,0.985,78.431,15.408,-21.993,,,29.02,,,12952.0,0.069,939,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-23,0.977,69.96,12.171,-34.021,,,30.046,,,12751.0,0.069,943,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-24,0.957,59.484,8.597,-52.234,,,30.168,,,13001.0,0.069,946,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-27,0.953,62.976,11.608,-41.581,,,30.488,,,12996.0,0.069,953,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-28,0.947,62.415,9.552,-42.612,,,29.777,,,13018.0,0.069,941,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-29,0.944,52.94,2.991,-61.856,,,29.648,,,13077.0,0.069,933,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-30,0.922,53.483,1.871,-61.324,,,28.802,,,12892.0,0.069,950,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-08-31,0.922,51.715,-3.436,-68.0,,,29.591,,,12841.0,0.069,952,0.0,0.146,0.146,,2.595,0.024,0.063,2.595,,0.072,4.063,0.223,0.266
2001-09-03,0.922,55.195,-5.677,-70.259,1.935,,29.398,,,12800.0,0.069,952,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-04,0.924,49.155,-7.82,-88.938,,,29.02,,,12767.0,0.069,923,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-05,0.924,50.536,-8.377,-84.956,,,29.437,,,12591.0,0.069,931,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-06,0.924,61.241,-0.536,-32.0,,,29.809,,,12255.0,0.069,955,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-07,0.924,57.906,1.667,-44.0,,,28.417,,,,,971,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-10,0.934,58.713,0.0,-39.306,,,28.404,,,11922.0,0.069,968,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-11,0.906,54.532,-1.567,-46.259,,,27.103,,,,0.069,961,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-12,0.896,53.121,1.7,-52.381,,,28.212,,,11113.0,0.069,961,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-13,0.814,49.735,-0.141,-67.347,,,28.412,,,10306.0,0.069,961,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-14,0.765,50.201,0.854,-61.654,,,27.054,,,10034.0,0.069,961,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-17,0.885,53.164,0.49,-47.368,,,27.208,,,10550.0,0.069,1.090,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-18,0.885,49.492,1.653,-63.91,,,27.472,,,10554.0,0.069,1.073,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-19,0.896,51.462,1.857,-54.887,,,27.105,,,10745.0,0.069,1.076,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-20,0.865,46.426,-6.061,-78.195,,,25.773,,,10543.0,0.069,1.102,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-21,0.794,50.311,-3.142,-60.902,,,24.55,,,10419.0,0.069,1.151,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-24,0.794,43.01,-7.002,-83.974,,,25.097,,,10533.0,0.069,1.145,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-25,0.774,47.14,-3.599,-67.949,,,26.031,,,10229.0,0.069,1.152,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-26,0.712,49.953,-1.741,-52.778,,,26.095,,,10006.0,0.069,1.188,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-27,0.712,45.999,-2.122,-71.528,,,26.127,,,10405.0,0.069,1.183,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-09-28,0.733,43.787,-3.458,-81.752,,,26.783,,,10636.0,0.069,1.163,0.0,0.146,0.146,,2.595,0.011,0.014,2.595,,0.066,4.042,0.227,0.266
2001-10-01,0.757,45.378,-4.109,-74.101,,,26.861,,,10501.0,0.069,1.191,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-02,0.743,38.695,-6.223,-91.667,,,25.953,,,10351.0,0.069,1.192,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-03,0.733,41.773,-5.82,-79.191,,,25.162,,,10233.0,0.069,1.215,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-04,0.733,44.256,-2.724,-71.098,,,26.642,,,10062.0,0.069,1.241,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-05,0.733,50.577,-1.551,-48.555,,,26.211,,,10197.0,0.069,1.246,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-08,0.733,55.585,4.678,-17.219,,,26.97,,,10095.0,0.069,1.256,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-09,0.712,59.059,4.81,-13.068,,,26.391,,,10284.0,0.069,1.232,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-10,0.774,50.674,-0.425,-44.318,1.965,,26.938,,,10462.0,0.069,1.188,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-11,0.794,42.717,-3.324,-82.386,,,26.738,,,10785.0,0.069,1.172,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-12,0.794,41.361,-3.143,-89.773,,,26.384,,,,,1.186,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-15,0.804,38.522,-5.81,-84.932,,,26.346,,,11329.0,0.069,1.163,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-16,0.794,35.095,-4.977,-86.77,,,25.895,,,11258.0,0.069,1.136,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-17,0.794,34.037,-7.074,-89.695,,,25.747,,,11271.0,0.069,1.119,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-18,0.804,39.592,-5.527,-76.718,,,24.872,,,10995.0,0.069,1.129,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-19,0.814,47.443,-4.155,-55.344,,,25.516,,,11332.0,0.069,1.094,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-22,0.794,39.13,-12.5,-87.786,,,26.069,,,11700.0,0.069,1.074,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-23,0.814,36.995,-15.959,-90.78,,,25.979,,,11613.0,0.069,1.090,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-24,0.794,33.037,-16.441,-97.785,,,25.548,,,11468.0,0.069,1.105,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-25,0.794,35.015,-11.211,-93.354,1.935,,25.741,,,11724.0,0.069,1.119,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-26,0.835,38.639,-8.377,-85.127,,,25.87,,,11781.0,0.069,1.129,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-29,0.824,36.933,-7.941,-89.85,,,25.677,,,11377.0,0.069,1.191,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-30,0.824,39.244,-3.968,-78.061,,,25.741,,,11024.0,0.069,1.180,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-10-31,0.794,35.245,-6.731,-94.313,,,26.288,,,11365.0,0.069,1.179,0.0,0.146,0.146,,2.632,0.028,0.054,2.632,,0.058,4.029,0.241,0.266
2001-11-01,0.824,36.754,-8.424,-79.464,,,26.384,,,11388.0,0.069,1.191,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-02,0.824,32.802,-15.845,-96.996,,,26.127,,,,,1.177,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-05,0.896,39.514,-6.464,-77.253,,,27.556,,,12165.0,0.069,1.139,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-06,0.896,42.473,-2.689,-67.811,,,27.511,,,12416.0,0.069,1.123,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-07,0.885,43.819,2.555,-62.555,,,27.993,,,12616.0,0.069,1.083,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-08,0.885,38.917,-2.862,-76.821,,,28.212,,,12554.0,0.069,1.054,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-09,0.845,42.906,-2.554,-47.541,,,27.221,,,12731.0,0.069,1.054,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-12,0.835,44.39,0.0,-38.525,,,27.672,,,12567.0,0.069,1.074,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-13,0.845,42.446,-2.81,-49.618,,,27.742,,,12918.0,0.069,1.010,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-14,0.814,38.239,-2.577,-81.679,,,27.35,,,12826.0,0.069,988,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-15,0.814,43.018,-0.596,-56.489,,,27.375,,,,,963,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-16,0.835,43.446,3.908,-54.198,,,26.899,,,12883.0,0.069,957,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-19,0.814,42.416,-0.939,-59.2,,,27.047,,,12987.0,0.069,919,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-20,0.814,37.146,-6.951,-74.252,,,26.455,,,12638.0,0.069,925,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-21,0.814,43.767,-4.07,-47.904,,,27.453,,,12794.0,0.069,915,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-22,0.855,44.764,0.693,-43.713,,,27.787,,,13019.0,0.069,923,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-23,0.859,44.643,-1.86,-44.311,,,27.092,,,13424.0,0.069,907,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-26,0.855,44.512,-2.848,-43.21,2.233,,26.861,,,13760.0,0.069,875,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-27,0.865,42.507,-2.636,-52.469,,,26.545,,,13603.0,0.069,894,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-28,0.855,49.954,5.026,-18.0,,,26.224,,,13019.0,0.069,928,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-29,0.839,52.544,3.599,-26.178,,,26.513,,,12736.0,0.069,983,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-11-30,0.824,52.69,3.419,-25.654,,,26.706,,,12932.0,0.069,978,0.0,0.146,0.146,,2.586,0.025,0.05,2.586,,0.053,4.005,0.25,0.266
2001-12-03,0.814,52.69,4.221,-30.392,,,27.401,,,13336.0,0.069,928,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-04,0.845,55.999,10.801,-20.098,,,26.944,,,13147.0,0.069,912,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-05,0.865,57.522,7.446,-24.454,,,26.172,,,13382.0,0.069,885,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-06,0.875,47.734,2.065,-48.472,,,26.256,,,13539.0,0.069,894,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-07,0.865,41.271,-1.895,-68.996,,,25.773,,,13299.0,0.069,878,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-10,0.865,50.487,3.362,-54.144,,,25.194,,,13446.0,0.069,875,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-11,0.865,46.554,2.096,-70.718,,,24.872,,,13348.0,0.069,875,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-12,0.863,49.784,0.084,-58.011,,,25.702,,,13563.0,0.069,856,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-13,0.863,57.382,3.805,-25.269,,,25.734,,,13148.0,0.069,864,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-14,0.855,56.505,3.223,-35.437,,,25.741,,,12959.0,0.069,860,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-17,0.853,59.914,5.785,-22.641,,,26.095,,,12912.0,0.069,878,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-18,0.855,45.628,-5.362,-73.423,,,25.998,,,13397.0,0.069,874,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-19,0.843,42.234,-9.025,-89.64,,,26.069,,,13290.0,0.069,887,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-20,0.845,44.93,-2.951,-79.73,,,26.391,,,12918.0,0.069,904,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-21,0.879,50.979,5.795,-55.405,,,26.771,,,13369.0,0.069,892,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-24,0.879,47.349,-2.419,-54.11,,,26.88,,,,0.069,898,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-25,0.879,42.59,-4.277,-71.575,,,26.88,,,,,903,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-26,0.865,48.098,-1.93,-54.452,,,26.88,,,13358.0,0.069,896,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-27,0.879,42.325,-12.112,-77.055,,,27.208,,,13756.0,0.069,884,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-28,0.871,56.538,1.681,-19.863,,,27.408,,,13578.0,0.069,859,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2001-12-31,0.871,47.996,-9.531,-58.219,,,27.408,,,,0.069,870,0.0,0.146,0.146,,3.355,0.023,0.01,3.355,,0.048,4.004,0.259,0.266
2002-01-01,0.871,60.461,18.026,-14.61,,,27.408,,,,,,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-02,0.865,63.38,27.724,-11.739,,,26.925,,,13872.0,0.069,824,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-03,0.875,64.435,27.454,-6.71,,,26.706,,,14265.0,0.069,805,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-04,0.875,67.089,27.137,-3.502,,,26.642,,,14332.0,0.069,806,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-07,0.906,66.351,30.171,-5.803,,,26.964,,,14379.0,0.069,820,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-08,0.885,66.702,36.819,-4.624,,,26.532,,,14168.0,0.069,826,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-09,0.875,61.76,26.091,-15.607,,,26.127,,,14021.0,0.069,841,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-10,0.875,61.588,33.454,-15.992,,,26.706,,,13570.0,0.069,857,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-11,0.879,59.965,14.488,-19.727,,,27.414,,,13587.0,0.069,874,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-14,0.857,59.59,25.216,-20.508,,,27.253,,,13122.0,0.069,869,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-15,0.857,66.949,15.055,-4.263,,,27.832,,,13011.0,0.069,863,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-16,0.855,68.933,12.691,-0.0,,,27.511,,,13084.0,0.069,867,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-17,0.855,68.114,10.225,-4.016,,,28.038,,,13337.0,0.069,853,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-18,0.855,67.68,5.287,-6.916,,,27.993,,,13373.0,0.069,839,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-21,0.849,67.955,6.238,-13.475,,,27.717,,,13155.0,0.069,842,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-22,0.837,70.24,8.426,-7.829,,,27.672,,,13004.0,0.069,828,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-23,0.855,67.882,11.33,-14.591,,,28.238,,,13232.0,0.069,817,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-24,0.85,66.12,10.53,-19.573,,,28.186,,,13162.0,0.069,827,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-25,0.85,68.509,14.512,-7.692,,,28.058,,,,0.069,828,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-28,0.849,69.426,15.862,-4.452,,,28.392,,,13002.0,0.069,833,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-29,0.849,68.425,5.752,-11.974,,,29.055,,,12501.0,0.069,856,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-30,0.822,69.701,4.123,-7.911,,,28.991,,,12532.0,0.069,858,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-01-31,0.814,68.912,4.329,-19.062,,,28.765,,,12721.0,0.069,965,0.0,0.146,0.146,,2.523,0.019,0.016,2.523,3.486,0.047,4.03,0.259,0.266
2002-02-01,0.804,71.55,6.944,-33.186,,,29.3,,,12659.0,0.069,881,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-04,0.804,74.046,9.085,-16.432,,,29.808,,,12513.0,0.069,890,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-05,0.804,73.012,5.964,-25.0,,,29.795,,,12748.0,0.069,876,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-06,0.806,74.664,8.775,-15.525,,,29.57,,,12751.0,0.069,869,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-07,0.814,77.465,12.723,-0.0,,,29.119,,,12684.0,0.069,884,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-08,0.814,76.719,9.91,-21.708,,,29.551,,,12598.0,0.069,885,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-11,0.814,79.39,11.905,-5.263,,,29.827,,,,,874,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-12,0.814,74.772,10.879,-14.925,,,29.782,,,,,856,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-13,0.81,77.277,12.234,-0.791,,,30.252,,,12961.0,0.069,828,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-14,0.804,71.378,10.551,-15.51,2.233,,30.69,,,13245.0,0.069,836,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-15,0.824,73.902,10.435,-1.2,,,30.677,,,13300.0,0.069,843,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-18,0.824,68.836,6.176,-14.468,,,30.632,,,13122.0,0.069,842,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-19,0.824,69.275,6.879,-12.017,,,30.4,,,12992.0,0.069,836,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-20,0.814,67.567,4.762,-20.321,,,30.6,,,13303.0,0.069,821,0.0,0.146,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-21,0.835,67.567,1.963,-25.333,,,30.953,,,13530.0,0.068,829,0.0,0.145,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-22,0.824,68.114,2.514,-21.476,,,30.818,,,13563.0,0.068,824,0.0,0.145,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-25,0.784,71.09,1.596,-26.667,,,30.657,,,13978.0,0.068,808,0.0,0.145,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-26,0.792,72.001,3.558,-21.765,,,30.246,,,13964.0,0.068,806,0.0,0.145,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-27,0.814,65.534,-0.527,-50.735,,,30.02,,,14212.0,0.068,782,0.0,0.145,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-02-28,0.814,64.176,0.912,-67.857,,,30.304,,,14033.0,0.068,786,0.0,0.145,0.146,,2.405,0.014,0.003,2.405,3.305,0.047,4.031,0.259,0.266
2002-03-01,0.835,65.811,-0.42,-54.464,,,30.207,,,14343.0,0.068,769,0.0,0.145,0.145,,2.818,0.022,0.004,2.818,3.564,0.047,4.062,0.259,0.266
2002-03-04,0.837,66.79,1.708,-48.598,,,28.656,,,14471.0,0.068,755,0.0,0.145,0.145,,2.818,0.022,0.004,2.818,3.564,0.047,4.062,0.259,0.266
